,org_id,city,average_bill,rating,rubric,coffee_to_go,food_delivery,breakfast,summer_terrace,wi_fi,business_lunch,payment_by_credit_card,car_park,gift_certificate,karaoke,free_delivery,music,pets,air_conditioning,view_on_ostankino_tower
471,7809186075815229400,spb,500.0,4.529411764705882,Кофейня,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
473,15838484649831541261,spb,500.0,3.0769230769230766,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
474,7705222283029235538,msk,500.0,4.455882352941177,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
477,17331648091545422973,msk,500.0,3.8042105263157895,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
478,13307282259249385914,msk,500.0,2.636363636363636,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
480,14671687414742781664,msk,500.0,4.526315789473684,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
481,2455442426662172498,msk,500.0,4.619718309859155,"Бар, паб",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
482,9635061084639061976,msk,500.0,4.130434782608695,Кальян-бар,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
487,6281892194561982143,msk,500.0,,Суши-бар,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
490,1244005135831045736,msk,500.0,4.0,Суши-бар,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
497,7929875463595409983,msk,500.0,3.0540540540540535,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
500,14342086200938552310,spb,500.0,3.954887218045113,Быстрое питание,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
502,6730239603718529102,spb,500.0,3.6171875,Быстрое питание,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
513,16734831858329917729,msk,1000.0,3.723404255319149,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
514,16963683432298146602,msk,1000.0,4.289473684210527,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
516,12734686130395764472,msk,1000.0,3.9272727272727272,"Бар, паб",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
517,1397027470317558446,msk,1000.0,2.5,Кафе,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
518,17264093883696521537,msk,1000.0,3.9583333333333335,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
519,882822523417846568,spb,1000.0,4.404255319148937,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
521,369926253790011732,msk,2000.0,4.2105263157894735,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
523,13214452247397374161,msk,2000.0,4.438,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
526,16240833042696428891,msk,1500.0,4.176470588235294,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
530,1116331751762570531,spb,1500.0,4.190476190476192,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
531,11831798876077812797,msk,,4.010204081632653,Кондитерская,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
533,14430143401873028706,msk,,4.55,"Булочная, пекарня",1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
534,7408234015114189685,msk,,5.0,Кафе,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
537,4701587126405419470,msk,,4.697674418604652,Кальян-бар,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
538,6972610824378963339,spb,,4.149522799575822,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
540,9108960698006259609,spb,,4.021534320323015,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
541,1101401284949195344,spb,,3.9069767441860463,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
543,8854425141501242593,spb,500.0,3.0,Быстрое питание,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
544,2338568238494712614,msk,500.0,5.0,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
545,8454805723159819455,msk,500.0,3.4516129032258065,Пиццерия,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
546,15121091444462048943,msk,500.0,4.522462562396006,"Бар, паб",1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
550,17432974069221499488,spb,500.0,4.782178217821782,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
555,11308597211972594198,spb,2000.0,4.575371549893843,Ресторан,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
558,15101078207456467225,spb,1500.0,4.442084942084941,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
559,9528111766540997504,msk,2500.0,4.525186567164178,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
562,12714680215207283244,spb,1500.0,4.049792531120332,Ресторан,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
566,12235688985761497002,msk,500.0,3.1,Быстрое питание,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
567,2897140247742440043,msk,500.0,3.6666666666666665,Бар безалкогольных напитков,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
568,5091448185106814404,msk,500.0,4.340909090909091,Кофейня,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
569,12062317550997731746,msk,500.0,,Кофейня,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
571,11376465188464244593,msk,500.0,4.369863013698629,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
572,9013122869443146332,msk,500.0,3.9230769230769234,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
573,11033040363868724349,msk,500.0,4.032786885245901,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
574,3385070754607630594,spb,500.0,3.0,Быстрое питание,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
577,1528207036107615609,spb,500.0,4.578125,Кофейня,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
579,17225997702771026512,spb,500.0,4.9375,Кофейня,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
582,16392031200891357660,spb,500.0,5.0,Кофейня,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
584,7043344032499873689,msk,500.0,4.25,Кофейня,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
592,5226352260428954641,msk,500.0,4.4444444444444455,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
594,7973825512756811296,msk,500.0,4.290909090909091,Кафе,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
596,9438446272733476367,msk,500.0,4.2413793103448265,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
600,2843794903404083759,msk,500.0,4.095305832147937,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
601,179309559479733244,msk,500.0,2.8928571428571432,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
605,3499186222678074848,msk,500.0,4.071428571428571,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
606,15456322222914959462,msk,500.0,2.888888888888889,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
607,16230678710782993909,msk,500.0,3.56,Суши-бар,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
611,7812219829719719065,spb,500.0,5.0,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
613,2096770016029752083,spb,500.0,4.214285714285714,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
616,13853944683912906119,spb,500.0,4.5242085661080065,Пиццерия,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
619,7047395267238010911,spb,500.0,4.6,"Бар, паб",0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
621,737849143565047851,spb,500.0,4.227272727272728,"Бар, паб",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
622,3504431593079143067,spb,500.0,4.076923076923077,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
624,13373777262067237843,spb,500.0,2.911111111111111,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
628,13094637649773618710,msk,1000.0,4.5212765957446805,Кальян-бар,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
630,116845293119537148,msk,1000.0,,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
633,8232453960060863479,msk,1000.0,3.5,Кафе,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
636,6237446704271327172,spb,1000.0,3.9565217391304346,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
639,125986896834910316,spb,1000.0,,Ресторан,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
640,7894777264924151977,msk,2000.0,3.6962025316455698,Кальян-бар,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
641,1886341770559809845,msk,2000.0,4.64,Ресторан,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
642,17592159342785038025,msk,1500.0,,Ресторан,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
643,6324460513309684322,msk,1500.0,4.480769230769232,Ресторан,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
644,7238378317394648513,msk,1500.0,2.272727272727273,Ресторан,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
645,4428280334905905015,msk,1500.0,4.857142857142857,Кафе,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
647,14735523420106408890,msk,,4.173913043478262,Ресторан,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
649,9351505635468519623,msk,,4.333333333333333,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
651,16365706754215301435,msk,,3.9512195121951224,Кофейня,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
652,3208073494165873178,msk,,4.1020408163265305,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
653,6218660299331982343,msk,,4.157894736842104,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
654,10311990607888022807,msk,,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
655,10793379227127299063,msk,,4.12,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
656,9083648045632555720,msk,,4.442028985507246,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
659,3285108588921199463,msk,,4.7,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
660,18372159867724967426,msk,,4.2377622377622375,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
661,8770674652667316232,msk,,4.685714285714286,"Бар, паб",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
662,8844741393659594491,msk,,4.633333333333334,Ресторан,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
663,5159669906233269538,spb,,4.583333333333333,Кондитерская,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
664,6597362317046006965,spb,,,Ресторан,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
668,7095272046715657601,spb,,4.6190476190476195,Кальян-бар,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
671,7651792405105535283,spb,,3.957142857142857,Кафе,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
672,13668239238707431119,msk,500.0,4.666666666666667,Кафе,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
675,8152553887505356352,msk,500.0,4.738095238095238,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
676,10768977332880565390,msk,500.0,4.5525525525525525,Кофейня,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
678,15465725239142848391,spb,500.0,4.6837416481069045,Кальян-бар,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
681,813308297922695249,spb,1000.0,4.339130434782609,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
682,1820658816906218344,msk,1500.0,4.353380503144654,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
683,6739672420299711494,spb,1500.0,4.4221556886227535,Ресторан,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
686,17388612041843693288,msk,500.0,4.5272727272727264,Кофейня,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
688,18272206257161306110,msk,500.0,4.421052631578949,Кофейня,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
691,602218371650655380,msk,500.0,5.0,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
692,12840381995993082755,msk,500.0,4.0,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
693,18258158345766878858,spb,500.0,4.7727272727272725,Кофейня,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
694,4574408715950446255,spb,500.0,3.6543209876543212,Кафе,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
696,6388437792789961917,msk,500.0,4.605009633911369,"Бар, паб",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
697,2982642326329911576,msk,500.0,3.625,Кафе,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
698,10556894398530681168,msk,500.0,4.32,"Бар, паб",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
699,7299549587703886571,msk,500.0,2.5416666666666665,Быстрое питание,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
704,14195771699855166340,msk,500.0,4.615384615384615,"Бар, паб",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
708,15392215902645481828,msk,500.0,3.733333333333333,Суши-бар,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
709,9289547414929327731,msk,500.0,4.142857142857143,Кондитерская,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
715,2852410753387753136,msk,500.0,3.7777777777777777,Суши-бар,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
718,9745135975614504597,msk,500.0,4.222222222222221,Быстрое питание,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
719,5618432906431535104,msk,500.0,4.473282442748092,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
720,11015037864042258862,msk,500.0,4.333333333333333,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
721,17386265326253781398,msk,500.0,3.842105263157895,Ресторан,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
722,12439923399974288686,spb,500.0,3.921875,Быстрое питание,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
723,15170768449627533384,spb,500.0,2.6,Кафе,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
724,504863719673270327,spb,500.0,4.142857142857143,Быстрое питание,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
726,295204135511208728,spb,500.0,4.777777777777779,"Бар, паб",0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
730,8501963395556697776,spb,500.0,,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
731,16530594652050705145,spb,500.0,3.615384615384616,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
734,4506860371007674883,spb,500.0,4.4324324324324325,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
735,13563240262173037474,spb,500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
737,17242756383813723860,spb,500.0,4.526315789473684,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
740,5496710586751521599,msk,1000.0,3.4117647058823533,Кафе,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
743,8056804264275745028,msk,1000.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
745,17687506932445706526,msk,1000.0,5.0,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
747,15249225579446801924,msk,1000.0,4.635483870967742,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
748,347991986807523294,msk,1000.0,4.0726495726495715,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
749,4940258127650447276,msk,1000.0,4.0278884462151385,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
751,5106143874954303418,msk,1000.0,4.411764705882354,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
752,983718209897011262,msk,1000.0,4.578947368421051,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
753,9019185664959348613,msk,1000.0,4.285714285714286,Ресторан,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
756,9685382717023807427,spb,1000.0,4.666666666666667,Ресторан,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
758,8791449994179083250,spb,1000.0,4.238095238095238,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
760,16424397104360912933,spb,1000.0,4.481481481481481,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
763,829427049952204098,spb,1000.0,3.5,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
764,14965100381831331384,msk,2000.0,4.688888888888889,Ресторан,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
765,18179740535914248941,msk,2000.0,3.8333333333333335,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
766,13714593655246913819,msk,2000.0,4.450331125827813,Ресторан,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
767,3225112388988485805,msk,2000.0,4.508196721311474,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
768,13531593510244361727,spb,2000.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
770,2801566709657242776,msk,7500.0,4.5,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
771,10643848005681612353,msk,3500.0,,Ресторан,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
772,6094653322325296891,msk,1500.0,4.741935483870968,Ресторан,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
775,5033744255147086426,msk,1500.0,4.875,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
777,12127205596707615708,msk,1500.0,4.125560538116591,Ресторан,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
778,14380068661017257245,msk,1500.0,4.229357798165139,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
780,13656815119609633113,msk,1500.0,4.363636363636363,Кальян-бар,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
781,18022853257277687473,msk,1500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
782,4958981646565157568,msk,1500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
783,2767728522387169776,msk,1500.0,4.7,Кальян-бар,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
784,11679995915994301090,msk,1500.0,4.7,Пиццерия,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
785,13809406830855974633,msk,1500.0,3.7222222222222223,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
787,7843157394085429520,spb,1500.0,3.555555555555556,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
790,14260095851858259836,msk,2500.0,4.344827586206897,Ресторан,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
791,18217943429424738016,msk,2500.0,4.541666666666667,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
792,285253055768546851,msk,2500.0,,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
794,8271925876699747021,msk,,5.0,Кальян-бар,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
796,7370857029905439491,msk,,4.887323943661972,Пиццерия,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
797,14347769565604182689,msk,,4.1475054229934925,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
800,3565046508845754799,msk,,4.158823529411765,Ресторан,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
801,11909816059978418073,msk,,4.029411764705882,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
803,4374957942059617482,msk,,4.220379146919432,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
805,4374320709410644664,msk,,4.363636363636363,Ресторан,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
806,2944193769459641313,msk,,4.270098730606488,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
807,17323178754961699005,msk,,4.081093823668081,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
808,14921482431676411339,msk,,3.9821917808219176,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
809,14769186203295143774,msk,,3.643192488262911,Быстрое питание,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
810,6778554931481750183,msk,,4.346938775510204,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
811,6612059649176768318,msk,,4.2143906020558015,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
812,3189471572895390546,msk,,3.9545154911008567,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
813,11031008272455992370,msk,,4.228105906313647,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
814,10903512889008810972,msk,,4.126315789473685,Кафе,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
815,17923084337444395468,msk,,4.183333333333334,Кафе,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
816,15773944363185894804,spb,,5.0,Ресторан,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
819,2354173899621200465,spb,,4.190397350993377,Быстрое питание,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
821,15553120880481867022,spb,,4.541044776119403,Ресторан,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
822,12132568377197419583,spb,,4.572327044025157,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
823,12637503907418641102,msk,500.0,4.507042253521127,Быстрое питание,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
829,16909909812780673570,msk,500.0,4.083333333333333,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
833,13888081751749467539,spb,500.0,4.449382716049382,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
835,14319698706902586214,spb,500.0,3.9689119170984455,"Бар, паб",0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
836,17222249638396411229,msk,1000.0,4.4216417910447765,Кальян-бар,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
837,13509684153658058387,msk,1000.0,4.040160642570281,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
838,2077478358664696732,msk,1000.0,4.580459770114944,"Бар, паб",1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
840,13670414551812882511,spb,1000.0,4.536585365853658,Пиццерия,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
841,4926157578104464214,msk,4000.0,4.7,"Бар, паб",0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
843,346771442729459216,msk,1500.0,3.492063492063492,Пиццерия,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
844,9425037043137901073,msk,1500.0,4.077639751552796,Ресторан,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
847,2902080890353756837,msk,,4.397142857142857,Кафе,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
848,2575079720557982540,msk,500.0,4.769230769230768,Кофейня,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
851,10206194023420047550,msk,500.0,4.1875,Столовая,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
852,4579298698457695665,msk,500.0,5.0,Кафе,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
853,15110866881678942822,msk,500.0,3.4,Кофейня,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
856,7524735455631608266,msk,500.0,3.8493150684931514,"Бар, паб",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
859,8564679999813675210,msk,500.0,4.533333333333333,Столовая,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
861,6975022876230300771,msk,500.0,3.810810810810811,Кафе,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
862,2815584751140244624,msk,500.0,4.483568075117371,Кофейня,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
863,2002736551886874489,spb,500.0,4.333333333333333,Кафе,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
864,9871058716634240685,spb,500.0,3.7777777777777777,"Булочная, пекарня",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
866,12287723678012080884,spb,500.0,3.2,Столовая,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
867,1440054744104628832,spb,500.0,4.333333333333333,Кофейня,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
868,12555985404848640902,spb,500.0,4.3478260869565215,Кофейня,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
870,3532300983444446722,msk,500.0,4.522388059701494,"Бар, паб",0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
872,10653943747402378853,msk,500.0,4.0,Ресторан,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
874,7532089700012664664,msk,500.0,3.8333333333333335,Кафе,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
878,3337687899082866822,msk,500.0,4.300207039337473,Быстрое питание,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
882,3191403852266658571,msk,500.0,4.5,Кондитерская,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
883,3006459996999915838,msk,500.0,3.4117647058823533,Ресторан,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
890,15244932505121015956,msk,500.0,4.409090909090909,Кафе,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
891,9999837822803736299,msk,500.0,4.0,Пиццерия,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
892,7573782632402696091,msk,500.0,4.242424242424242,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
893,10963842033255437867,msk,500.0,4.4423076923076925,"Бар, паб",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
894,10773921615977778315,msk,500.0,4.5555555555555545,"Бар, паб",1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
895,16847256856972618090,msk,500.0,4.65625,Суши-бар,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
897,2360471082537018211,spb,500.0,4.791666666666667,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
899,6469360617807461955,spb,500.0,3.585714285714286,Суши-бар,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
901,14588174249320161823,spb,500.0,4.928571428571429,Кальян-бар,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
904,17340539600481516975,spb,500.0,3.9325842696629216,Быстрое питание,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
907,9083306022421384489,spb,500.0,4.277272727272727,Ресторан,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
908,8480907539968744929,spb,500.0,4.796610169491525,"Бар, паб",0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
912,17673829602346605027,spb,500.0,4.6190476190476195,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
914,18248033209287785266,spb,500.0,4.0,Суши-бар,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
917,11493068079051915239,msk,1000.0,4.666666666666667,Кафе,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
918,17217093566598973632,msk,1000.0,4.298245614035086,Ресторан,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
919,5975516816693715522,msk,1000.0,4.142857142857143,Кафе,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
920,6427376932066304412,msk,1000.0,4.5555555555555545,Кафе,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
